City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,belmonte,-15.8631,-38.8828,25.24,58,24,3.34,BR,1723137549
274,nova xavantina,-14.6667,-52.35,35.98,17,1,1.57,BR,1723137549
275,pontianak,-0.0333,109.3333,24.99,100,100,2.57,ID,1723137549
276,barcelos,41.5388,-8.6151,27.14,50,5,3.92,PT,1723137549
277,severo-yeniseyskiy,60.3725,93.0408,13.07,86,98,0.54,RU,1723137549
278,saint-francois,46.4154,3.9054,27.03,46,0,2.06,FR,1723137550
279,bechar,31.6167,-2.2167,41.18,8,1,5.14,DZ,1723137550
280,lumphat,13.4878,106.9816,24.59,96,3,0.57,KH,1723137550
281,ancud,-41.8697,-73.8203,8.19,73,100,1.81,CL,1723137389
282,arraial do cabo,-22.9661,-42.0278,33.98,45,0,3.6,BR,1723137550
283,san jose de feliciano,-30.3845,-58.7517,7.64,69,100,8.24,AR,1723137550
284,burang,30.25,81.1667,10.33,84,80,1.91,CN,1723137550
285,antsiranana,-12.2787,49.2917,23.26,76,44,8.1,MG,1723137550
286,kailua-kona,19.6406,-155.9956,25.98,85,100,0.0,US,1723137364
287,mongar,27.2747,91.2396,21.3,99,100,0.18,BT,1723137550
288,lerwick,60.1545,-1.1494,13.3,83,68,6.49,GB,1723137550
289,villa del totoral,-30.8167,-63.7167,14.57,26,2,6.94,AR,1723137550
290,bardai,11.65,7.2333,25.08,79,99,4.7,NG,1723137550
291,arteche,12.2645,125.4048,25.45,91,85,1.81,PH,1723137551
292,laramie,41.3114,-105.5911,17.21,67,100,10.29,US,1723137383
293,callao,-12.0667,-77.15,17.16,72,100,2.57,PE,1723137255
294,puerto aysen,-45.4,-72.7,5.99,98,100,1.84,CL,1723137551
295,ola,59.5833,151.2833,11.91,94,73,0.74,RU,1723137551
296,urrao,6.3152,-76.1342,20.65,77,55,0.15,CO,1723137551
297,tralee,52.2704,-9.7026,17.14,100,100,10.29,IE,1723137551
298,silifke,36.3778,33.9344,29.52,63,2,5.23,TR,1723137551
299,qarauyl,48.9451,79.255,22.34,57,74,1.48,KZ,1723137551
300,happy valley-goose bay,53.3168,-60.3315,17.17,55,75,4.12,CA,1723137474
301,minturno,41.2576,13.7237,27.01,86,28,0.45,IT,1723137551
302,plastun,44.7561,136.2939,19.52,89,100,2.51,RU,1723137551
303,asau,46.4333,26.4,23.53,57,93,0.96,RO,1723137552
304,sadjoavato,-12.6334,49.349,21.15,80,24,5.38,MG,1723137552
305,daru,-9.0763,143.2092,24.23,89,100,6.88,PG,1723137552
306,southlake,32.9412,-97.1342,38.26,41,20,1.54,US,1723137552
307,saint-leu,-21.15,55.2833,19.42,91,92,4.92,RE,1723137552
308,smithers,54.7804,-127.1743,20.18,45,0,0.0,CA,1723137552
309,guerrero negro,27.9769,-114.0611,26.49,50,0,5.14,MX,1723137552
310,paka,4.6374,103.4368,25.96,89,90,0.0,MY,1723137552
311,nouadhibou,20.931,-17.0347,25.99,65,2,5.66,MR,1723137552
312,sitka,57.0531,-135.33,16.94,77,20,1.54,US,1723137552
313,khorixas,-20.3667,14.9667,20.73,25,0,4.24,NA,1723137552
314,gilgit,35.9221,74.3087,29.44,43,0,2.5,PK,1723137553
315,praia da vitoria,38.7333,-27.0667,26.53,73,20,2.22,PT,1723137553
316,barberton,-25.7884,31.0532,19.15,33,0,0.16,ZA,1723137553
317,tommot,58.9564,126.2925,10.8,84,0,1.32,RU,1723137553
318,urangan,-25.3,152.9,16.84,81,92,4.89,AU,1723137553
319,bereznik,62.8551,42.7072,16.41,68,11,1.65,RU,1723137553
320,nar'yan-mar,67.6713,53.087,10.66,70,2,3.4,RU,1723137553
321,aquiraz,-3.9014,-38.3911,30.59,60,37,6.73,BR,1723137553
322,box elder,41.5005,-112.8764,25.58,29,29,2.46,US,1723137554
323,howard springs,-12.497,131.047,21.04,69,13,1.89,AU,1723137300
324,remire-montjoly,4.9167,-52.2667,31.02,79,75,5.14,GF,1723137554
325,colares,38.7992,-9.4469,23.52,69,20,12.35,PT,1723137554
326,vila franca do campo,37.7167,-25.4333,25.63,60,0,2.13,PT,1723137554
327,coos bay,43.3665,-124.2179,16.84,78,100,2.55,US,1723137554
328,santa ana,33.7456,-117.8678,27.13,66,20,3.09,US,1723137554
329,puerto padre,21.195,-76.6028,35.08,43,11,2.37,CU,1723137554
330,thunder bay,48.4001,-89.3168,20.95,56,40,6.17,CA,1723137554
331,ulladulla,-35.35,150.4667,11.57,69,100,2.73,AU,1723137554
332,romanovo,52.6182,81.2271,18.11,88,93,2.06,RU,1723137554
333,chibougamau,49.9168,-74.3659,18.79,68,40,3.09,CA,1723137416
334,san agustin de valle fertil,-30.6335,-67.4682,10.09,32,3,1.09,AR,1723137555
335,jayapura,-2.5333,140.7,21.51,95,48,1.58,ID,1723137555
336,naze,28.3667,129.4833,26.35,82,17,2.08,JP,1723137555
337,kerema,-7.9631,145.7785,24.68,92,93,3.37,PG,1723137555
338,bredasdorp,-34.5322,20.0403,11.71,79,23,3.51,ZA,1723137555
339,mont-dore,-22.2833,166.5833,20.0,99,0,2.13,NC,1723137555
340,mossendjo,-2.9506,12.7261,25.46,53,67,1.5,CG,1723137555
341,santiago,-33.4569,-70.6483,13.98,54,0,1.54,CL,1723137055
342,kribi,2.95,9.9167,25.02,83,38,4.3,CM,1723137555
343,montecarlo,-26.5662,-54.757,14.74,74,98,2.32,AR,1723137444
344,bonthe,7.5264,-12.505,25.49,75,100,3.75,SL,1723137556
345,salalah,17.0151,54.0924,25.05,94,100,2.06,OM,1723137556
346,polessk,54.862,21.1028,23.2,64,94,2.72,RU,1723137556
347,canutama,-6.5339,-64.3831,38.83,21,13,1.74,BR,1723137556
348,constantia,44.1833,28.65,23.84,65,0,2.81,RO,1723137556
349,la sarre,48.8002,-79.1996,19.22,57,100,4.38,CA,1723137556
350,malanje,-9.5402,16.341,28.16,11,54,0.81,AO,1723137556
351,san luis de la loma,17.2706,-100.8939,30.84,64,87,2.38,MX,1723137556
352,margate,51.3813,1.3862,18.16,81,84,0.89,GB,1723137556
353,greenville,35.6127,-77.3663,25.97,99,100,8.23,US,1723137406
354,aden,12.7794,45.0367,30.02,68,4,9.09,YE,1723137557
355,namie,37.4833,141.0,23.32,95,0,1.87,JP,1723137557
356,khandyga,62.6667,135.6,10.07,91,13,0.32,RU,1723137520
357,selfoss,63.9331,-20.9971,11.78,75,83,2.77,IS,1723137557
358,thabazimbi,-24.5917,27.4116,21.22,29,0,2.12,ZA,1723137557
359,balqash,46.8481,74.995,27.19,42,76,2.17,KZ,1723137557
360,utrik,11.2278,169.8474,28.28,79,35,7.86,MH,1723137557
361,palagianello,40.6098,16.976,28.46,65,40,4.63,IT,1723137557
362,port douglas,-16.4833,145.4667,19.87,87,26,3.3,AU,1723137557
363,geraldton,-28.7667,114.6,11.23,93,0,4.63,AU,1723137557
364,kismayo,-0.3582,42.5454,24.64,76,17,6.84,SO,1723137515
365,penticton,49.4806,-119.5858,23.94,41,20,3.6,CA,1723137557
366,boyolangu,-8.1181,111.8935,22.78,97,85,1.56,ID,1723137558
367,ajdabiya,30.7554,20.2263,29.33,58,0,8.13,LY,1723137558
368,talodi,10.6325,30.3797,23.84,88,82,2.04,SD,1723137558
369,isangel,-19.55,169.2667,20.03,83,51,3.31,VU,1723137558
370,dili,-8.5586,125.5736,24.3,66,1,2.81,TL,1723137558
371,gebeit,21.0667,36.3167,32.51,40,31,2.96,SD,1723137558
372,jiazi,22.8779,116.067,28.59,85,94,7.18,CN,1723137558
373,tselinnoye,53.0833,85.6667,17.21,96,100,2.45,RU,1723137558
374,yuzhno-kurilsk,44.0306,145.8556,18.44,100,99,2.11,RU,1723137448
375,gamba,-2.65,10.0,23.33,76,79,3.51,GA,1723137558
376,tagta,41.6504,59.9164,33.97,40,75,2.06,TM,1723137558
377,revelstoke,50.9832,-118.2023,22.01,46,0,1.54,CA,1723137558
378,katsuura,35.1333,140.3,25.63,95,5,3.3,JP,1723137559
379,zeya,53.75,127.2667,16.08,97,100,1.5,RU,1723137559
380,dzuunharaa,48.8523,106.4579,16.69,83,100,1.03,MN,1723137559
381,takikawa,43.5528,141.9064,21.58,96,94,1.91,JP,1723137559
382,praya,14.9215,-23.5087,29.3,61,40,5.66,CV,1723137334
383,posto da mata,-17.8848,-39.8536,28.94,42,0,1.69,BR,1723137559
384,floro,61.5996,5.0328,15.98,72,40,7.2,NO,1723137559
385,pasuquin,18.3328,120.6177,26.91,85,91,4.98,PH,1723137559
386,afif,23.9065,42.9172,32.02,13,49,1.91,SA,1723137559
387,tual,-5.6667,132.75,25.23,85,65,10.46,ID,1723137559
388,nhamunda,-2.1861,-56.7131,39.45,23,5,1.79,BR,1723137559
389,pijijiapan,15.7011,-93.23,31.1,66,75,3.82,MX,1723137560
390,witu,-2.3889,40.4382,23.94,81,9,5.12,KE,1723137560
391,orda,57.1951,56.9091,13.34,82,47,3.49,RU,1723137560
392,mount gambier,-37.8333,140.7667,6.38,98,20,2.08,AU,1723137560
393,vernon,50.2581,-119.2691,26.07,29,1,0.51,CA,1723137348
394,la ronge,55.1001,-105.2842,20.14,34,75,4.12,CA,1723137560
395,mount pearl,47.5166,-52.7813,23.19,55,75,6.69,CA,1723137560
396,gatesville,31.4352,-97.7439,36.18,38,0,2.57,US,1723137560
397,junin de los andes,-39.9504,-71.0694,7.01,47,22,1.29,AR,1723137560
398,hithadhoo,-0.6,73.0833,27.76,70,100,5.39,MV,1723137560
399,magnitogorsk,53.4186,59.0472,15.46,94,100,5.0,RU,1723137560
400,lukovica pri domzalah,46.1667,14.7,25.97,65,75,1.03,SI,1723137561
401,ust'-ordynskiy,52.805,104.7508,14.54,82,27,1.19,RU,1723137561
402,cambridge,43.3601,-80.3127,24.21,78,100,2.06,CA,1723137561
403,mournies,35.4764,24.0092,41.04,51,0,2.57,GR,1723137561
404,uturoa,-16.7333,-151.4333,25.54,84,94,1.75,PF,1723137561
405,lodwar,3.1191,35.5973,31.79,39,10,4.74,KE,1723137561
406,kidal,18.4411,1.4078,36.24,30,75,4.65,ML,1723137561
407,ivdel',60.6911,60.4206,11.89,74,45,1.61,RU,1723137561
408,yueyang,29.3333,113.0919,29.92,57,31,3.51,CN,1723137561
409,sechura,-5.5569,-80.8222,23.78,56,10,4.92,PE,1723137561
410,seeb,23.6703,58.1891,29.05,79,0,2.57,OM,1723137561
411,bengkulu,-3.8004,102.2655,25.74,84,100,2.77,ID,1723137293
412,rongelap,11.1635,166.8941,28.24,74,97,7.38,MH,1723137286
413,peace river,56.2501,-117.286,20.17,68,0,1.54,CA,1723137390
414,sheridan,44.8333,-106.9173,13.21,95,100,2.24,US,1723137562
415,kirakira,-10.4544,161.9205,25.09,90,100,4.27,SB,1723137562
416,urengoy,65.9667,78.3667,13.07,58,100,6.13,RU,1723137562
417,oranjestad,12.524,-70.027,31.97,62,75,7.72,AW,1723137562
418,bamboo flat,11.7,92.7167,27.05,94,40,1.03,IN,1723137562
419,tandil,-37.3217,-59.1332,8.18,77,100,8.82,AR,1723137562
420,caibarien,22.5206,-79.4669,32.48,59,18,2.34,CU,1723137562
421,manggar,-2.8833,108.2667,27.65,78,70,5.75,ID,1723137562
422,ville platte,30.688,-92.2715,32.21,55,0,2.68,US,1723137562
423,belozersk,60.0326,37.7957,15.94,82,77,1.97,RU,1723137562
424,gariaband,20.635,82.0614,23.7,96,100,2.58,IN,1723137562
425,bikenibeu village,1.3673,173.1241,27.98,74,75,1.54,KI,1723137563
426,'ali al gharbi,32.4633,46.6864,42.16,9,3,5.81,IQ,1723137563
427,kalmunai,7.4167,81.8167,27.43,81,92,2.88,LK,1723137563
428,bishkul,54.7803,69.1033,14.44,71,100,4.93,KZ,1723137563
429,siliguri,26.7,88.4333,25.16,93,78,2.13,IN,1723137563
430,san miguel de salcedo,-1.0333,-78.5667,20.32,39,0,7.72,EC,1723137563
431,vuktyl,63.8567,57.3094,14.72,57,0,2.64,RU,1723137563
432,safaga,26.7292,33.9365,31.64,52,6,1.93,EG,1723137563
433,visby,57.6409,18.296,21.12,88,40,5.14,SE,1723137563
434,hami,42.8,93.45,20.31,72,100,1.44,CN,1723137563
435,tofol,5.3248,163.0078,28.42,74,98,3.97,FM,1723137563
436,safotu,-13.4513,-172.4018,26.1,81,91,11.03,WS,1723137564
437,douglas,41.3,-96.167,22.64,69,40,5.66,US,1723137564
438,luderitz,-26.6481,15.1594,15.12,68,3,3.59,NA,1723137564
439,peterhead,57.5058,-1.7981,14.31,83,100,7.48,GB,1723137432
440,sal rei,16.1833,-22.9167,29.11,61,40,4.12,CV,1723137564
441,mahina,-17.5065,-149.489,24.87,88,75,0.51,PF,1723137564
442,heyuan,23.7333,114.6833,26.7,92,79,1.66,CN,1723137564
443,pilar,-9.5972,-35.9567,24.35,81,83,4.14,BR,1723137564
444,carloforte,39.145,8.3058,26.76,73,0,7.29,IT,1723137564
445,topeka,39.0483,-95.678,23.58,86,100,3.09,US,1723137393
446,enshi,30.3,109.4833,24.48,88,46,0.4,CN,1723137564
447,lodja,-3.4833,23.4333,29.48,38,58,1.75,CD,1723137564
448,villa emilio carranza,19.9667,-96.6,29.97,68,89,2.92,MX,1723137565
449,gazojak,41.1875,61.4036,37.67,14,29,5.51,TM,1723137390
450,cabo san lucas,22.8909,-109.9124,32.17,51,0,6.69,MX,1723137506
451,dryden,49.7833,-92.7503,11.16,100,100,5.66,CA,1723137565
452,bedele,8.456,36.353,14.11,97,87,1.45,ET,1723137565
453,dwarka,22.2394,68.9678,27.77,87,100,7.35,IN,1723137565
454,bainbridge,47.6262,-122.5212,22.75,67,0,2.57,US,1723137565
455,leer,53.2316,7.461,23.3,65,67,2.04,DE,1723137565
456,horta,38.5333,-28.6333,25.8,76,20,3.09,PT,1723137565
457,al jubayl,27.0112,49.6583,34.27,51,12,2.98,SA,1723137565
458,labytnangi,66.6572,66.4183,11.64,71,86,3.9,RU,1723137565
459,tomatlan,19.9333,-105.25,31.9,58,100,0.77,MX,1723137565
460,smolenskoye,52.3044,85.0781,18.38,95,100,3.67,RU,1723137566
461,oranjemund,-28.55,16.4333,15.59,67,53,6.78,NA,1723137566
462,bardstown,37.8092,-85.4669,29.81,69,20,5.14,US,1723137566
463,nizhneangarsk,55.7833,109.55,10.67,90,70,0.86,RU,1723137566
464,castrocaro terme e terra del sole,44.1824,11.9556,30.72,57,0,4.02,IT,1723137566
465,skovorodino,53.9833,123.9167,13.29,96,89,1.36,RU,1723137414
466,ormara,25.2088,64.6357,28.11,89,10,5.41,PK,1723137566
467,cururupu,-1.8283,-44.8683,33.55,39,17,3.68,BR,1723137566
468,dakhla,23.6848,-15.958,25.01,69,17,12.86,EH,1723137566
469,sao felix do xingu,-6.6447,-51.995,38.32,15,0,1.51,BR,1723137566
470,martapura,-3.4167,114.85,26.05,94,40,1.03,ID,1723137566
471,praia,14.9215,-23.5087,29.3,61,40,5.66,CV,1723137567
472,biltine,14.5333,20.9167,23.67,86,100,1.9,TD,1723137567
473,phalaborwa,-23.943,31.1411,23.49,28,0,3.04,ZA,1723137567
474,kambarka,56.2694,54.2062,17.91,76,99,4.38,RU,1723137567
475,bela,25.9333,81.9833,29.0,75,97,1.0,IN,1723137567
476,tarnogskiy gorodok,60.4997,43.5761,13.56,97,96,2.16,RU,1723137567
477,ocean shores,46.9737,-124.1563,15.01,94,100,1.54,US,1723137567
478,piacabucu,-10.4056,-36.4344,25.69,72,46,5.65,BR,1723137567
479,antonio enes,-16.2325,39.9086,23.03,79,0,3.78,MZ,1723137567
480,deir ez-zor,35.3359,40.1408,37.64,18,0,4.47,SY,1723137568
481,vallo della lucania,40.2297,15.2658,29.28,54,0,2.37,IT,1723137568
482,jwaneng,-24.6004,24.7303,21.2,19,0,4.08,BW,1723137568
483,otelu rosu,45.5333,22.3667,24.87,53,0,1.72,RO,1723137568
484,berdigestyakh,62.0989,126.6992,10.23,80,68,1.48,RU,1723137568
485,ed damer,17.5928,33.9592,33.97,42,80,2.61,SD,1723137568
486,zouerate,22.7187,-12.4521,44.02,8,2,7.44,MR,1723137568
487,duminichi,53.9345,35.1099,16.72,91,28,2.31,RU,1723137568
488,vicente guerrero,19.1194,-98.1708,20.37,63,89,1.25,MX,1723137568
489,huaral,-11.495,-77.2078,20.2,63,60,3.97,PE,1723137553
490,fehergyarmat,47.9833,22.5167,29.58,32,90,3.78,HU,1723137568
491,saint augustine beach,29.8505,-81.2654,34.0,62,0,6.17,US,1723137569
492,touros,-5.1989,-35.4608,27.84,57,1,7.32,BR,1723137569
493,santiago de cao,-7.9589,-79.2392,19.07,72,75,5.66,PE,1723137569
494,gorom-gorom,14.4439,-0.2361,33.96,44,99,5.28,BF,1723137569
495,olinda,-8.0089,-34.8553,24.85,88,40,5.14,BR,1723137569
496,hilo,19.7297,-155.09,23.95,92,40,3.09,US,1723137569
497,sikonge,-5.6333,32.7667,25.1,28,80,1.9,TZ,1723137569
498,crane,31.3974,-102.3501,36.24,18,0,1.41,US,1723137569
499,moose jaw,50.4001,-105.5344,17.15,44,40,3.6,CA,1723137569
500,boca do acre,-8.7522,-67.3978,31.77,47,73,2.05,BR,1723137569
501,hornsea,53.9104,-0.1681,18.01,88,100,3.09,GB,1723137569
502,misratah,32.3754,15.0925,29.15,66,0,6.13,LY,1723137569
503,grand falls-windsor,48.9332,-55.6649,18.38,52,69,4.89,CA,1723137569
504,felege neway,6.3,36.8833,19.78,85,62,1.36,ET,1723137570
505,cananea,30.95,-110.3,23.75,55,54,0.48,MX,1723137570
506,la'ie,21.6477,-157.9253,25.62,80,64,2.68,US,1723137570
507,prince rupert,54.3161,-130.3201,13.05,100,100,1.03,CA,1723137570
508,saint-joseph,-21.3667,55.6167,21.0,76,56,5.91,RE,1723137570
509,gbadolite,4.2833,21.0167,26.97,71,78,1.3,CD,1723137570
510,tapa,59.2606,25.9586,19.18,76,89,1.82,EE,1723137570
511,mezhova,48.2532,36.7347,23.73,34,33,3.92,UA,1723137570
512,orcopampa,-15.2661,-72.3417,13.3,13,1,6.41,PE,1723137570
513,sisimiut,66.9395,-53.6735,6.21,79,15,3.21,GL,1723137570
514,anjiang,27.3194,110.1031,26.07,82,18,2.04,CN,1723137570
515,goz beida,13.95,20.55,23.52,85,100,3.46,TD,1723137570
516,hawera,-39.5917,174.2833,6.52,95,76,2.62,NZ,1723137571
517,dahanu,19.9667,72.7333,27.48,83,100,4.24,IN,1723137571
518,macae,-22.3708,-41.7869,31.86,37,0,3.6,BR,1723137571
519,sovetskaya gavan',48.9723,140.2878,14.54,96,100,4.65,RU,1723137571
520,kerikeri,-35.2268,173.9474,7.62,95,11,1.68,NZ,1723137571
521,savonlinna,61.8699,28.88,22.03,46,0,2.06,FI,1723137571
522,lucapa,-8.4192,20.7447,27.51,11,20,1.63,AO,1723137571
523,nampula,-15.1165,39.2666,23.97,60,40,4.12,MZ,1723137571
524,ji'an,27.1172,114.9793,27.5,77,100,2.48,CN,1723137572
525,bakau,13.4781,-16.6819,27.08,89,75,7.2,GM,1723137572
526,abocho,7.5677,6.9863,24.7,83,87,2.76,NG,1723137572
527,eyl,7.9803,49.8164,25.48,73,88,11.79,SO,1723137429
528,amol,36.4696,52.3507,24.74,81,42,1.48,IR,1723137572
529,miches,18.9836,-69.0476,30.75,65,40,5.12,DO,1723137572
530,midvagur,62.0511,-7.1939,11.46,87,100,4.63,FO,1723137572
531,hola,51.5377,23.1902,23.31,51,99,1.36,PL,1723137572
532,tirunelveli,8.7333,77.7,28.23,63,69,4.22,IN,1723137572
533,challapata,-18.9,-66.7667,9.79,10,0,5.18,BO,1723137572
534,antofagasta,-23.65,-70.4,16.88,72,4,5.21,CL,1723137334
535,muroto-misakicho,33.2833,134.15,28.26,78,15,2.88,JP,1723137573
536,cova figueira,14.8905,-24.2934,20.25,80,38,3.6,CV,1723137573
537,dolinsk,47.35,142.8,19.22,99,100,0.98,RU,1723137573
538,dalandzadgad,43.5708,104.425,19.06,70,100,7.34,MN,1723137573
539,kurgan,55.45,65.3333,13.6,74,91,3.5,RU,1723137573
540,manadhoo,5.7667,73.3833,28.37,74,100,3.31,MV,1723137573
541,rodos,36.4408,28.2225,28.81,71,0,5.14,GR,1723137423
542,port blair,11.6667,92.75,27.02,94,40,1.03,IN,1723137573
543,milford haven,51.7128,-5.0341,17.84,100,100,10.12,GB,1723137573
544,holualoa,19.6228,-155.9522,24.93,79,100,0.0,US,1723137573
545,kerman,30.2832,57.0788,28.92,13,0,3.09,IR,1723137574
546,new plymouth,-39.0667,174.0833,5.73,100,51,2.21,NZ,1723137574
